County,County Code,Year,Underlying Cause of death Code,Multiple Cause of death Code,Deaths,Population,Crude Rate,Total Deaths by County and Year,Crude Rate by County and Year
"Stanislaus County, CA",6099,2018,accidental,Unspecified,13,549815,2.36,113,20.55
"Stanislaus County, CA",6099,2018,accidental,Psychostimulants,13,549815,2.36,113,20.55
"Stanislaus County, CA",6099,2018,accidental,Unspecified,38,549815,6.91,113,20.55
"Stanislaus County, CA",6099,2019,accidental,Psychostimulants,17,550660,3.09,118,21.43
"Stanislaus County, CA",6099,2019,accidental,Unspecified,19,550660,3.45,118,21.43
"Stanislaus County, CA",6099,2019,accidental,Unspecified,17,550660,3.09,118,21.43
"Stanislaus County, CA",6099,2019,accidental,Other opiods,10,550660,1.82,118,21.43
"Stanislaus County, CA",6099,2019,accidental,Psychostimulants,17,550660,3.09,118,21.43
"Stanislaus County, CA",6099,2019,accidental,Unspecified,38,550660,6.9,118,21.43
"Stanislaus County, CA",6099,2020,accidental,Psychostimulants,25,550081,4.54,259,47.08
"Stanislaus County, CA",6099,2020,accidental,Unspecified,29,550081,5.27,259,47.08
"Stanislaus County, CA",6099,2020,accidental,Synthetic opioids,23,550081,4.18,259,47.08
"Stanislaus County, CA",6099,2020,accidental,Unspecified,32,550081,5.82,259,47.08
"Stanislaus County, CA",6099,2020,accidental,Synthetic opioids,34,550081,6.18,259,47.08
"Stanislaus County, CA",6099,2020,accidental,Sedatives,15,550081,2.73,259,47.08
"Stanislaus County, CA",6099,2020,accidental,Psychostimulants,34,550081,6.18,259,47.08
"Stanislaus County, CA",6099,2020,accidental,Unspecified,67,550081,12.18,259,47.08
"Stanislaus County, CA",6099,2021,accidental,Psychostimulants,29,552999,5.24,341,61.66
"Stanislaus County, CA",6099,2021,accidental,Unspecified,30,552999,5.42,341,61.66
"Stanislaus County, CA",6099,2021,accidental,Synthetic opioids,33,552999,5.97,341,61.66
"Stanislaus County, CA",6099,2021,accidental,Unspecified,49,552999,8.86,341,61.66
"Stanislaus County, CA",6099,2021,accidental,Other opiods,13,552999,2.35,341,61.66
"Stanislaus County, CA",6099,2021,accidental,Synthetic opioids,49,552999,8.86,341,61.66
"Stanislaus County, CA",6099,2021,accidental,Psychostimulants,54,552999,9.76,341,61.66
"Stanislaus County, CA",6099,2021,accidental,Unspecified,84,552999,15.19,341,61.66
"Stanislaus County, CA",6099,2022,accidental,Psychostimulants,18,551275,3.27,402,72.92
"Stanislaus County, CA",6099,2022,accidental,Unspecified,20,551275,3.63,402,72.92
"Stanislaus County, CA",6099,2022,accidental,Synthetic opioids,54,551275,9.8,402,72.92
"Stanislaus County, CA",6099,2022,accidental,Cocaine,11,551275,2.0,402,72.92
"Stanislaus County, CA",6099,2022,accidental,Unspecified,62,551275,11.25,402,72.92
"Stanislaus County, CA",6099,2022,accidental,Other opiods,10,551275,1.81,402,72.92
"Stanislaus County, CA",6099,2022,accidental,Synthetic opioids,61,551275,11.07,402,72.92
"Stanislaus County, CA",6099,2022,accidental,Sedatives,12,551275,2.18,402,72.92
"Stanislaus County, CA",6099,2022,accidental,Psychostimulants,61,551275,11.07,402,72.92
"Stanislaus County, CA",6099,2022,accidental,Unspecified,93,551275,16.87,402,72.92
"Stanislaus County, CA",6099,2023,accidental,Psychostimulants,29,551430,5.26,439,79.61
"Stanislaus County, CA",6099,2023,accidental,Unspecified,29,551430,5.26,439,79.61
"Stanislaus County, CA",6099,2023,accidental,Synthetic opioids,66,551430,11.97,439,79.61
"Stanislaus County, CA",6099,2023,accidental,Cocaine,11,551430,1.99,439,79.61
"Stanislaus County, CA",6099,2023,accidental,Unspecified,74,551430,13.42,439,79.61
"Stanislaus County, CA",6099,2023,accidental,Other opiods,14,551430,2.54,439,79.61
"Stanislaus County, CA",6099,2023,accidental,Synthetic opioids,63,551430,11.42,439,79.61
"Stanislaus County, CA",6099,2023,accidental,Sedatives,14,551430,2.54,439,79.61
"Stanislaus County, CA",6099,2023,accidental,Psychostimulants,60,551430,10.88,439,79.61
"Stanislaus County, CA",6099,2023,accidental,Unspecified,79,551430,14.33,439,79.61
"Sutter County, CA",6101,2021,accidental,Synthetic opioids,10,99063,10.09,46,46.44
"Sutter County, CA",6101,2021,accidental,Unspecified,11,99063,11.1,46,46.44
"Sutter County, CA",6101,2021,accidental,Synthetic opioids,11,99063,11.1,46,46.44
"Sutter County, CA",6101,2021,accidental,Unspecified,14,99063,14.13,46,46.44
"Sutter County, CA",6101,2022,accidental,Psychostimulants,12,98503,12.18,72,73.09
"Sutter County, CA",6101,2022,accidental,Unspecified,12,98503,12.18,72,73.09
"Sutter County, CA",6101,2022,accidental,Unspecified,11,98503,11.17,72,73.09
"Sutter County, CA",6101,2022,accidental,Synthetic opioids,10,98503,10.15,72,73.09
"Sutter County, CA",6101,2022,accidental,Psychostimulants,13,98503,13.2,72,73.09
"Sutter County, CA",6101,2022,accidental,Unspecified,14,98503,14.21,72,73.09
"Sutter County, CA",6101,2023,accidental,Synthetic opioids,11,97948,11.23,23,23.48
"Sutter County, CA",6101,2023,accidental,Unspecified,12,97948,12.25,23,23.48
"Tehama County, CA",6103,2022,accidental,Synthetic opioids,12,65245,18.39,36,55.18
"Tehama County, CA",6103,2022,accidental,Psychostimulants,10,65245,15.33,36,55.18
"Tehama County, CA",6103,2022,accidental,Unspecified,14,65245,21.46,36,55.18
"Tehama County, CA",6103,2023,accidental,Psychostimulants,12,64896,18.49,63,97.08
"Tehama County, CA",6103,2023,accidental,Unspecified,12,64896,18.49,63,97.08
"Tehama County, CA",6103,2023,accidental,Synthetic opioids,10,64896,15.41,63,97.08
"Tehama County, CA",6103,2023,accidental,Psychostimulants,11,64896,16.95,63,97.08
"Tehama County, CA",6103,2023,accidental,Unspecified,18,64896,27.74,63,97.08
"Tulare County, CA",6107,2018,accidental,Psychostimulants,21,465861,4.51,66,14.17
"Tulare County, CA",6107,2018,accidental,Unspecified,22,465861,4.72,66,14.17
"Tulare County, CA",6107,2018,accidental,Unspecified,23,465861,4.94,66,14.17
"Tulare County, CA",6107,2019,accidental,Psychostimulants,17,466195,3.65,55,11.8
"Tulare County, CA",6107,2019,accidental,Unspecified,18,466195,3.86,55,11.8
"Tulare County, CA",6107,2019,accidental,Unspecified,10,466195,2.15,55,11.8
"Tulare County, CA",6107,2019,accidental,Unspecified,10,466195,2.15,55,11.8
"Tulare County, CA",6107,2020,accidental,Psychostimulants,25,468680,5.33,135,28.8
"Tulare County, CA",6107,2020,accidental,Unspecified,26,468680,5.55,135,28.8
"Tulare County, CA",6107,2020,accidental,Synthetic opioids,19,468680,4.05,135,28.8
"Tulare County, CA",6107,2020,accidental,Unspecified,26,468680,5.55,135,28.8
"Tulare County, CA",6107,2020,accidental,Synthetic opioids,10,468680,2.13,135,28.8
"Tulare County, CA",6107,2020,accidental,Psychostimulants,10,468680,2.13,135,28.8
"Tulare County, CA",6107,2020,accidental,Unspecified,19,468680,4.05,135,28.8
"Tulare County, CA",6107,2021,accidental,Psychostimulants,27,477054,5.66,194,40.67
"Tulare County, CA",6107,2021,accidental,Unspecified,29,477054,6.08,194,40.67
"Tulare County, CA",6107,2021,accidental,Synthetic opioids,26,477054,5.45,194,40.67
"Tulare County, CA",6107,2021,accidental,Unspecified,33,477054,6.92,194,40.67
"Tulare County, CA",6107,2021,accidental,Synthetic opioids,24,477054,5.03,194,40.67
"Tulare County, CA",6107,2021,accidental,Psychostimulants,25,477054,5.24,194,40.67
"Tulare County, CA",6107,2021,accidental,Unspecified,30,477054,6.29,194,40.67
"Tulare County, CA",6107,2022,accidental,Psychostimulants,41,477544,8.59,215,45.02
"Tulare County, CA",6107,2022,accidental,Unspecified,42,477544,8.8,215,45.02
"Tulare County, CA",6107,2022,accidental,Synthetic opioids,20,477544,4.19,215,45.02
"Tulare County, CA",6107,2022,accidental,Unspecified,26,477544,5.44,215,45.02
"Tulare County, CA",6107,2022,accidental,Synthetic opioids,25,477544,5.24,215,45.02
"Tulare County, CA",6107,2022,accidental,Psychostimulants,27,477544,5.65,215,45.02
"Tulare County, CA",6107,2022,accidental,Unspecified,34,477544,7.12,215,45.02
"Tulare County, CA",6107,2023,accidental,Psychostimulants,37,479468,7.72,238,49.64
"Tulare County, CA",6107,2023,accidental,Unspecified,38,479468,7.93,238,49.64
"Tulare County, CA",6107,2023,accidental,Synthetic opioids,23,479468,4.8,238,49.64
"Tulare County, CA",6107,2023,accidental,Unspecified,28,479468,5.84,238,49.64
"Tulare County, CA",6107,2023,accidental,Synthetic opioids,35,479468,7.3,238,49.64
"Tulare County, CA",6107,2023,accidental,Psychostimulants,34,479468,7.09,238,49.64
"Tulare County, CA",6107,2023,accidental,Unspecified,43,479468,8.97,238,49.64
"Tuolumne County, CA",6109,2022,accidental,Unspecified,14,54531,25.67,14,25.67
"Tuolumne County, CA",6109,2023,accidental,Unspecified,11,54204,20.29,11,20.29
"Ventura County, CA",6111,2018,accidental,Psychostimulants,21,850967,2.47,328,38.54
"Ventura County, CA",6111,2018,accidental,Unspecified,28,850967,3.29,328,38.54
"Ventura County, CA",6111,2018,accidental,Synthetic opioids,13,850967,1.53,328,38.54
"Ventura County, CA",6111,2018,accidental,Unspecified,25,850967,2.94,328,38.54
"Ventura County, CA",6111,2018,accidental,Heroin,32,850967,3.76,328,38.54
"Ventura County, CA",6111,2018,accidental,Other opiods,32,850967,3.76,328,38.54
"Ventura County, CA",6111,2018,accidental,Methadone,10,850967,1.18,328,38.54
"Ventura County, CA",6111,2018,accidental,Synthetic opioids,20,850967,2.35,328,38.54
"Ventura County, CA",6111,2018,accidental,Sedatives,35,850967,4.11,328,38.54
"Ventura County, CA",6111,2018,accidental,Psychostimulants,37,850967,4.35,328,38.54
"Ventura County, CA",6111,2018,accidental,Unspecified,75,850967,8.81,328,38.54
"Ventura County, CA",6111,2019,accidental,Psychostimulants,22,846006,2.6,296,34.99
"Ventura County, CA",6111,2019,accidental,Unspecified,23,846006,2.72,296,34.99
"Ventura County, CA",6111,2019,accidental,Heroin,15,846006,1.77,296,34.99
"Ventura County, CA",6111,2019,accidental,Synthetic opioids,15,846006,1.77,296,34.99
"Ventura County, CA",6111,2019,accidental,Unspecified,32,846006,3.78,296,34.99
"Ventura County, CA",6111,2019,accidental,Heroin,25,846006,2.96,296,34.99
"Ventura County, CA",6111,2019,accidental,Other opiods,24,846006,2.84,296,34.99
"Ventura County, CA",6111,2019,accidental,Synthetic opioids,24,846006,2.84,296,34.99
"Ventura County, CA",6111,2019,accidental,Sedatives,18,846006,2.13,296,34.99
"Ventura County, CA",6111,2019,accidental,Psychostimulants,31,846006,3.66,296,34.99
"Ventura County, CA",6111,2019,accidental,Unspecified,57,846006,6.74,296,34.99
"Ventura County, CA",6111,2019,intentional,Unspecified,10,846006,1.18,296,34.99
"Ventura County, CA",6111,2020,accidental,Psychostimulants,22,841387,2.61,425,50.51
"Ventura County, CA",6111,2020,accidental,Unspecified,29,841387,3.45,425,50.51
"Ventura County, CA",6111,2020,accidental,Other opiods,11,841387,1.31,425,50.51
"Ventura County, CA",6111,2020,accidental,Synthetic opioids,38,841387,4.52,425,50.51
"Ventura County, CA",6111,2020,accidental,Unspecified,54,841387,6.42,425,50.51
"Ventura County, CA",6111,2020,accidental,Heroin,24,841387,2.85,425,50.51
"Ventura County, CA",6111,2020,accidental,Other opiods,20,841387,2.38,425,50.51
"Ventura County, CA",6111,2020,accidental,Synthetic opioids,49,841387,5.82,425,50.51
"Ventura County, CA",6111,2020,accidental,Sedatives,38,841387,4.52,425,50.51
"Ventura County, CA",6111,2020,accidental,Psychostimulants,46,841387,5.47,425,50.51
"Ventura County, CA",6111,2020,accidental,Unspecified,94,841387,11.17,425,50.51
"Ventura County, CA",6111,2021,accidental,Psychostimulants,24,839784,2.86,639,76.09
"Ventura County, CA",6111,2021,accidental,Unspecified,27,839784,3.22,639,76.09
"Ventura County, CA",6111,2021,accidental,Heroin,10,839784,1.19,639,76.09
"Ventura County, CA",6111,2021,accidental,Other opiods,15,839784,1.79,639,76.09
"Ventura County, CA",6111,2021,accidental,Synthetic opioids,79,839784,9.41,639,76.09
"Ventura County, CA",6111,2021,accidental,Cocaine,12,839784,1.43,639,76.09
"Ventura County, CA",6111,2021,accidental,Unspecified,96,839784,11.43,639,76.09
"Ventura County, CA",6111,2021,accidental,Heroin,10,839784,1.19,639,76.09
"Ventura County, CA",6111,2021,accidental,Other opiods,23,839784,2.74,639,76.09
"Ventura County, CA",6111,2021,accidental,Synthetic opioids,97,839784,11.55,639,76.09
"Ventura County, CA",6111,2021,accidental,Cocaine,12,839784,1.43,639,76.09
"Ventura County, CA",6111,2021,accidental,Sedatives,41,839784,4.88,639,76.09
"Ventura County, CA",6111,2021,accidental,Psychostimulants,70,839784,8.34,639,76.09
"Ventura County, CA",6111,2021,accidental,Unspecified,123,839784,14.65,639,76.09
"Ventura County, CA",6111,2022,accidental,Psychostimulants,25,832605,3.0,551,66.18
"Ventura County, CA",6111,2022,accidental,Unspecified,27,832605,3.24,551,66.18
"Ventura County, CA",6111,2022,accidental,Synthetic opioids,67,832605,8.05,551,66.18
"Ventura County, CA",6111,2022,accidental,Unspecified,75,832605,9.01,551,66.18
"Ventura County, CA",6111,2022,accidental,Other opiods,15,832605,1.8,551,66.18
"Ventura County, CA",6111,2022,accidental,Synthetic opioids,101,832605,12.13,551,66.18
"Ventura County, CA",6111,2022,accidental,Sedatives,33,832605,3.96,551,66.18
"Ventura County, CA",6111,2022,accidental,Psychostimulants,78,832605,9.37,551,66.18
"Ventura County, CA",6111,2022,accidental,Unspecified,119,832605,14.29,551,66.18
"Ventura County, CA",6111,2022,intentional,Unspecified,11,832605,1.32,551,66.18
"Ventura County, CA",6111,2023,accidental,Psychostimulants,21,829590,2.53,604,72.81
"Ventura County, CA",6111,2023,accidental,Unspecified,22,829590,2.65,604,72.81
"Ventura County, CA",6111,2023,accidental,Synthetic opioids,80,829590,9.64,604,72.81
"Ventura County, CA",6111,2023,accidental,Cocaine,13,829590,1.57,604,72.81
"Ventura County, CA",6111,2023,accidental,Unspecified,86,829590,10.37,604,72.81
"Ventura County, CA",6111,2023,accidental,Other opiods,26,829590,3.13,604,72.81
"Ventura County, CA",6111,2023,accidental,Synthetic opioids,110,829590,13.26,604,72.81
"Ventura County, CA",6111,2023,accidental,Sedatives,31,829590,3.74,604,72.81
"Ventura County, CA",6111,2023,accidental,Psychostimulants,81,829590,9.76,604,72.81
"Ventura County, CA",6111,2023,accidental,Unspecified,134,829590,16.15,604,72.81
"Yolo County, CA",6113,2018,accidental,Psychostimulants,10,220408,4.54,20,9.07
"Yolo County, CA",6113,2018,accidental,Unspecified,10,220408,4.54,20,9.07
"Yolo County, CA",6113,2019,accidental,Psychostimulants,10,220500,4.54,30,13.61
"Yolo County, CA",6113,2019,accidental,Unspecified,10,220500,4.54,30,13.61
"Yolo County, CA",6113,2019,accidental,Unspecified,10,220500,4.54,30,13.61
"Yolo County, CA",6113,2020,accidental,Psychostimulants,16,219728,7.28,32,14.56
"Yolo County, CA",6113,2020,accidental,Unspecified,16,219728,7.28,32,14.56
"Yolo County, CA",6113,2021,accidental,Psychostimulants,18,216986,8.3,36,16.59
"Yolo County, CA",6113,2021,accidental,Unspecified,18,216986,8.3,36,16.59
"Yolo County, CA",6113,2022,accidental,Psychostimulants,12,222115,5.4,88,39.62
"Yolo County, CA",6113,2022,accidental,Unspecified,13,222115,5.85,88,39.62
"Yolo County, CA",6113,2022,accidental,Synthetic opioids,11,222115,4.95,88,39.62
"Yolo County, CA",6113,2022,accidental,Unspecified,13,222115,5.85,88,39.62
"Yolo County, CA",6113,2022,accidental,Synthetic opioids,10,222115,4.5,88,39.62
"Yolo County, CA",6113,2022,accidental,Psychostimulants,12,222115,5.4,88,39.62
"Yolo County, CA",6113,2022,accidental,Unspecified,17,222115,7.65,88,39.62
"Yolo County, CA",6113,2023,accidental,Psychostimulants,15,220544,6.8,85,38.54
"Yolo County, CA",6113,2023,accidental,Unspecified,15,220544,6.8,85,38.54
"Yolo County, CA",6113,2023,accidental,Synthetic opioids,18,220544,8.16,85,38.54
"Yolo County, CA",6113,2023,accidental,Psychostimulants,17,220544,7.71,85,38.54
"Yolo County, CA",6113,2023,accidental,Unspecified,20,220544,9.07,85,38.54
"Yuba County, CA",6115,2021,accidental,Unspecified,10,83421,11.99,10,11.99
"Yuba County, CA",6115,2022,accidental,Psychostimulants,12,84310,14.23,61,72.35
"Yuba County, CA",6115,2022,accidental,Unspecified,12,84310,14.23,61,72.35
"Yuba County, CA",6115,2022,accidental,Synthetic opioids,11,84310,13.05,61,72.35
"Yuba County, CA",6115,2022,accidental,Psychostimulants,11,84310,13.05,61,72.35
"Yuba County, CA",6115,2022,accidental,Unspecified,15,84310,17.79,61,72.35
"Yuba County, CA",6115,2023,accidental,Synthetic opioids,15,85722,17.5,46,53.66
"Yuba County, CA",6115,2023,accidental,Psychostimulants,15,85722,17.5,46,53.66
"Yuba County, CA",6115,2023,accidental,Unspecified,16,85722,18.66,46,53.66
