County,County Code,Year,Underlying Cause of death Code,Multiple Cause of death Code,Deaths,Population,Crude Rate,Total Deaths by County and Year,Crude Rate by County and Year
"Lake County, CA",6033,2022,accidental,Unspecified,33,68191,48.39,120,175.98
"Lake County, CA",6033,2023,accidental,Psychostimulants,18,67878,26.52,106,156.16
"Lake County, CA",6033,2023,accidental,Unspecified,19,67878,27.99,106,156.16
"Lake County, CA",6033,2023,accidental,Synthetic opioids,10,67878,14.73,106,156.16
"Lake County, CA",6033,2023,accidental,Unspecified,10,67878,14.73,106,156.16
"Lake County, CA",6033,2023,accidental,Synthetic opioids,16,67878,23.57,106,156.16
"Lake County, CA",6033,2023,accidental,Psychostimulants,15,67878,22.1,106,156.16
"Lake County, CA",6033,2023,accidental,Unspecified,18,67878,26.52,106,156.16
"Lassen County, CA",6035,2023,accidental,Synthetic opioids,10,28861,34.65,20,69.3
"Lassen County, CA",6035,2023,accidental,Unspecified,10,28861,34.65,20,69.3
"Los Angeles County, CA",6037,2018,accidental,Sedatives,10,10105518,0.1,2236,22.13
"Los Angeles County, CA",6037,2018,accidental,Psychostimulants,240,10105518,2.37,2236,22.13
"Los Angeles County, CA",6037,2018,accidental,Unspecified,260,10105518,2.57,2236,22.13
"Los Angeles County, CA",6037,2018,accidental,Heroin,93,10105518,0.92,2236,22.13
"Los Angeles County, CA",6037,2018,accidental,Other opiods,77,10105518,0.76,2236,22.13
"Los Angeles County, CA",6037,2018,accidental,Methadone,18,10105518,0.18,2236,22.13
"Los Angeles County, CA",6037,2018,accidental,Synthetic opioids,127,10105518,1.26,2236,22.13
"Los Angeles County, CA",6037,2018,accidental,Cocaine,105,10105518,1.04,2236,22.13
"Los Angeles County, CA",6037,2018,accidental,Unspecified,310,10105518,3.07,2236,22.13
"Los Angeles County, CA",6037,2018,accidental,Heroin,85,10105518,0.84,2236,22.13
"Los Angeles County, CA",6037,2018,accidental,Other opiods,85,10105518,0.84,2236,22.13
"Los Angeles County, CA",6037,2018,accidental,Methadone,18,10105518,0.18,2236,22.13
"Los Angeles County, CA",6037,2018,accidental,Synthetic opioids,89,10105518,0.88,2236,22.13
"Los Angeles County, CA",6037,2018,accidental,Cocaine,68,10105518,0.67,2236,22.13
"Los Angeles County, CA",6037,2018,accidental,Sedatives,52,10105518,0.51,2236,22.13
"Los Angeles County, CA",6037,2018,accidental,Psychostimulants,179,10105518,1.77,2236,22.13
"Los Angeles County, CA",6037,2018,accidental,Unspecified,311,10105518,3.08,2236,22.13
"Los Angeles County, CA",6037,2018,intentional,Unspecified,29,10105518,0.29,2236,22.13
"Los Angeles County, CA",6037,2018,intentional,Other opiods,12,10105518,0.12,2236,22.13
"Los Angeles County, CA",6037,2018,intentional,Unspecified,14,10105518,0.14,2236,22.13
"Los Angeles County, CA",6037,2018,intentional,Other opiods,10,10105518,0.1,2236,22.13
"Los Angeles County, CA",6037,2018,intentional,Unspecified,44,10105518,0.44,2236,22.13
"Los Angeles County, CA",6037,2019,accidental,Sedatives,13,10039107,0.13,2984,29.72
"Los Angeles County, CA",6037,2019,accidental,Psychostimulants,294,10039107,2.93,2984,29.72
"Los Angeles County, CA",6037,2019,accidental,Unspecified,322,10039107,3.21,2984,29.72
"Los Angeles County, CA",6037,2019,accidental,Heroin,100,10039107,1.0,2984,29.72
"Los Angeles County, CA",6037,2019,accidental,Other opiods,59,10039107,0.59,2984,29.72
"Los Angeles County, CA",6037,2019,accidental,Methadone,15,10039107,0.15,2984,29.72
"Los Angeles County, CA",6037,2019,accidental,Synthetic opioids,239,10039107,2.38,2984,29.72
"Los Angeles County, CA",6037,2019,accidental,Cocaine,151,10039107,1.5,2984,29.72
"Los Angeles County, CA",6037,2019,accidental,Unspecified,434,10039107,4.32,2984,29.72
"Los Angeles County, CA",6037,2019,accidental,Heroin,133,10039107,1.32,2984,29.72
"Los Angeles County, CA",6037,2019,accidental,Other opiods,79,10039107,0.79,2984,29.72
"Los Angeles County, CA",6037,2019,accidental,Methadone,13,10039107,0.13,2984,29.72
"Los Angeles County, CA",6037,2019,accidental,Synthetic opioids,169,10039107,1.68,2984,29.72
"Los Angeles County, CA",6037,2019,accidental,Cocaine,79,10039107,0.79,2984,29.72
"Los Angeles County, CA",6037,2019,accidental,Sedatives,91,10039107,0.91,2984,29.72
"Los Angeles County, CA",6037,2019,accidental,Psychostimulants,266,10039107,2.65,2984,29.72
"Los Angeles County, CA",6037,2019,accidental,Unspecified,409,10039107,4.07,2984,29.72
"Los Angeles County, CA",6037,2019,intentional,Sedatives,11,10039107,0.11,2984,29.72
"Los Angeles County, CA",6037,2019,intentional,Unspecified,27,10039107,0.27,2984,29.72
"Los Angeles County, CA",6037,2019,intentional,Other opiods,17,10039107,0.17,2984,29.72
"Los Angeles County, CA",6037,2019,intentional,Sedatives,15,10039107,0.15,2984,29.72
"Los Angeles County, CA",6037,2019,intentional,Unspecified,48,10039107,0.48,2984,29.72
"Los Angeles County, CA",6037,2020,accidental,Unspecified,11,9943046,0.11,5000,50.29
"Los Angeles County, CA",6037,2020,accidental,Psychostimulants,424,9943046,4.26,5000,50.29
"Los Angeles County, CA",6037,2020,accidental,Unspecified,444,9943046,4.47,5000,50.29
"Los Angeles County, CA",6037,2020,accidental,Heroin,101,9943046,1.02,5000,50.29
"Los Angeles County, CA",6037,2020,accidental,Other opiods,49,9943046,0.49,5000,50.29
"Los Angeles County, CA",6037,2020,accidental,Methadone,15,9943046,0.15,5000,50.29
"Los Angeles County, CA",6037,2020,accidental,Synthetic opioids,477,9943046,4.8,5000,50.29
"Los Angeles County, CA",6037,2020,accidental,Cocaine,199,9943046,2.0,5000,50.29
"Los Angeles County, CA",6037,2020,accidental,Unspecified,661,9943046,6.65,5000,50.29
"Los Angeles County, CA",6037,2020,accidental,Heroin,192,9943046,1.93,5000,50.29
"Los Angeles County, CA",6037,2020,accidental,Other opiods,91,9943046,0.92,5000,50.29
"Los Angeles County, CA",6037,2020,accidental,Methadone,27,9943046,0.27,5000,50.29
"Los Angeles County, CA",6037,2020,accidental,Synthetic opioids,513,9943046,5.16,5000,50.29
"Los Angeles County, CA",6037,2020,accidental,Cocaine,121,9943046,1.22,5000,50.29
"Los Angeles County, CA",6037,2020,accidental,Sedatives,168,9943046,1.69,5000,50.29
"Los Angeles County, CA",6037,2020,accidental,Psychostimulants,591,9943046,5.94,5000,50.29
"Los Angeles County, CA",6037,2020,accidental,Unspecified,811,9943046,8.16,5000,50.29
"Los Angeles County, CA",6037,2020,intentional,Unspecified,20,9943046,0.2,5000,50.29
"Los Angeles County, CA",6037,2020,intentional,Unspecified,11,9943046,0.11,5000,50.29
"Los Angeles County, CA",6037,2020,intentional,Other opiods,12,9943046,0.12,5000,50.29
"Los Angeles County, CA",6037,2020,intentional,Sedatives,16,9943046,0.16,5000,50.29
"Los Angeles County, CA",6037,2020,intentional,Unspecified,46,9943046,0.46,5000,50.29
"Los Angeles County, CA",6037,2021,accidental,Unspecified,15,9829544,0.15,5923,60.26
"Los Angeles County, CA",6037,2021,accidental,Sedatives,14,9829544,0.14,5923,60.26
"Los Angeles County, CA",6037,2021,accidental,Psychostimulants,431,9829544,4.38,5923,60.26
"Los Angeles County, CA",6037,2021,accidental,Unspecified,448,9829544,4.56,5923,60.26
"Los Angeles County, CA",6037,2021,accidental,Heroin,63,9829544,0.64,5923,60.26
"Los Angeles County, CA",6037,2021,accidental,Other opiods,59,9829544,0.6,5923,60.26
"Los Angeles County, CA",6037,2021,accidental,Synthetic opioids,576,9829544,5.86,5923,60.26
"Los Angeles County, CA",6037,2021,accidental,Cocaine,210,9829544,2.14,5923,60.26
"Los Angeles County, CA",6037,2021,accidental,Unspecified,718,9829544,7.3,5923,60.26
"Los Angeles County, CA",6037,2021,accidental,Heroin,127,9829544,1.29,5923,60.26
"Los Angeles County, CA",6037,2021,accidental,Other opiods,74,9829544,0.75,5923,60.26
"Los Angeles County, CA",6037,2021,accidental,Methadone,17,9829544,0.17,5923,60.26
"Los Angeles County, CA",6037,2021,accidental,Synthetic opioids,835,9829544,8.49,5923,60.26
"Los Angeles County, CA",6037,2021,accidental,Cocaine,164,9829544,1.67,5923,60.26
"Los Angeles County, CA",6037,2021,accidental,Sedatives,195,9829544,1.98,5923,60.26
"Los Angeles County, CA",6037,2021,accidental,Psychostimulants,839,9829544,8.54,5923,60.26
"Los Angeles County, CA",6037,2021,accidental,Unspecified,1050,9829544,10.68,5923,60.26
"Los Angeles County, CA",6037,2021,intentional,Unspecified,24,9829544,0.24,5923,60.26
"Los Angeles County, CA",6037,2021,intentional,Sedatives,14,9829544,0.14,5923,60.26
"Los Angeles County, CA",6037,2021,intentional,Unspecified,50,9829544,0.51,5923,60.26
"Los Angeles County, CA",6037,2022,accidental,Unspecified,14,9721138,0.14,6167,63.44
"Los Angeles County, CA",6037,2022,accidental,Sedatives,16,9721138,0.16,6167,63.44
"Los Angeles County, CA",6037,2022,accidental,Psychostimulants,461,9721138,4.74,6167,63.44
"Los Angeles County, CA",6037,2022,accidental,Unspecified,475,9721138,4.89,6167,63.44
"Los Angeles County, CA",6037,2022,accidental,Heroin,63,9721138,0.65,6167,63.44
"Los Angeles County, CA",6037,2022,accidental,Other opiods,44,9721138,0.45,6167,63.44
"Los Angeles County, CA",6037,2022,accidental,Synthetic opioids,623,9721138,6.41,6167,63.44
"Los Angeles County, CA",6037,2022,accidental,Cocaine,244,9721138,2.51,6167,63.44
"Los Angeles County, CA",6037,2022,accidental,Unspecified,755,9721138,7.77,6167,63.44
"Los Angeles County, CA",6037,2022,accidental,Heroin,99,9721138,1.02,6167,63.44
"Los Angeles County, CA",6037,2022,accidental,Other opiods,82,9721138,0.84,6167,63.44
"Los Angeles County, CA",6037,2022,accidental,Methadone,10,9721138,0.1,6167,63.44
"Los Angeles County, CA",6037,2022,accidental,Synthetic opioids,896,9721138,9.22,6167,63.44
"Los Angeles County, CA",6037,2022,accidental,Cocaine,154,9721138,1.58,6167,63.44
"Los Angeles County, CA",6037,2022,accidental,Sedatives,147,9721138,1.51,6167,63.44
"Los Angeles County, CA",6037,2022,accidental,Psychostimulants,872,9721138,8.97,6167,63.44
"Los Angeles County, CA",6037,2022,accidental,Unspecified,1096,9721138,11.27,6167,63.44
"Los Angeles County, CA",6037,2022,intentional,Unspecified,23,9721138,0.24,6167,63.44
"Los Angeles County, CA",6037,2022,intentional,Other opiods,17,9721138,0.17,6167,63.44
"Los Angeles County, CA",6037,2022,intentional,Sedatives,15,9721138,0.15,6167,63.44
"Los Angeles County, CA",6037,2022,intentional,Unspecified,61,9721138,0.63,6167,63.44
"Los Angeles County, CA",6037,2023,accidental,Sedatives,14,9663345,0.14,5966,61.74
"Los Angeles County, CA",6037,2023,accidental,Psychostimulants,369,9663345,3.82,5966,61.74
"Los Angeles County, CA",6037,2023,accidental,Unspecified,387,9663345,4.0,5966,61.74
"Los Angeles County, CA",6037,2023,accidental,Heroin,44,9663345,0.46,5966,61.74
"Los Angeles County, CA",6037,2023,accidental,Other opiods,40,9663345,0.41,5966,61.74
"Los Angeles County, CA",6037,2023,accidental,Synthetic opioids,590,9663345,6.11,5966,61.74
"Los Angeles County, CA",6037,2023,accidental,Cocaine,255,9663345,2.64,5966,61.74
"Los Angeles County, CA",6037,2023,accidental,Unspecified,727,9663345,7.52,5966,61.74
"Los Angeles County, CA",6037,2023,accidental,Heroin,78,9663345,0.81,5966,61.74
"Los Angeles County, CA",6037,2023,accidental,Other opiods,55,9663345,0.57,5966,61.74
"Los Angeles County, CA",6037,2023,accidental,Methadone,13,9663345,0.13,5966,61.74
"Los Angeles County, CA",6037,2023,accidental,Synthetic opioids,925,9663345,9.57,5966,61.74
"Los Angeles County, CA",6037,2023,accidental,Cocaine,184,9663345,1.9,5966,61.74
"Los Angeles County, CA",6037,2023,accidental,Sedatives,123,9663345,1.27,5966,61.74
"Los Angeles County, CA",6037,2023,accidental,Psychostimulants,924,9663345,9.56,5966,61.74
"Los Angeles County, CA",6037,2023,accidental,Unspecified,1105,9663345,11.43,5966,61.74
"Los Angeles County, CA",6037,2023,intentional,Unspecified,18,9663345,0.19,5966,61.74
"Los Angeles County, CA",6037,2023,intentional,Unspecified,11,9663345,0.11,5966,61.74
"Los Angeles County, CA",6037,2023,intentional,Other opiods,14,9663345,0.14,5966,61.74
"Los Angeles County, CA",6037,2023,intentional,Synthetic opioids,13,9663345,0.13,5966,61.74
"Los Angeles County, CA",6037,2023,intentional,Sedatives,16,9663345,0.17,5966,61.74
"Los Angeles County, CA",6037,2023,intentional,Unspecified,61,9663345,0.63,5966,61.74
"Madera County, CA",6039,2019,accidental,Psychostimulants,16,157327,10.17,32,20.34
"Madera County, CA",6039,2019,accidental,Unspecified,16,157327,10.17,32,20.34
"Madera County, CA",6039,2020,accidental,Psychostimulants,11,157761,6.97,23,14.58
"Madera County, CA",6039,2020,accidental,Unspecified,12,157761,7.61,23,14.58
"Madera County, CA",6039,2021,accidental,Psychostimulants,14,159410,8.78,53,33.25
"Madera County, CA",6039,2021,accidental,Unspecified,14,159410,8.78,53,33.25
"Madera County, CA",6039,2021,accidental,Synthetic opioids,10,159410,6.27,53,33.25
"Madera County, CA",6039,2021,accidental,Unspecified,15,159410,9.41,53,33.25
"Madera County, CA",6039,2022,accidental,Psychostimulants,14,160256,8.74,39,24.34
"Madera County, CA",6039,2022,accidental,Unspecified,14,160256,8.74,39,24.34
"Madera County, CA",6039,2022,accidental,Unspecified,11,160256,6.86,39,24.34
"Madera County, CA",6039,2023,accidental,Psychostimulants,15,162858,9.21,45,27.63
"Madera County, CA",6039,2023,accidental,Unspecified,16,162858,9.82,45,27.63
"Madera County, CA",6039,2023,accidental,Unspecified,14,162858,8.6,45,27.63
"Marin County, CA",6041,2018,accidental,Unspecified,11,259666,4.24,11,4.24
"Marin County, CA",6041,2019,accidental,Unspecified,13,258826,5.02,26,10.05
"Marin County, CA",6041,2019,accidental,Unspecified,13,258826,5.02,26,10.05
"Marin County, CA",6041,2020,accidental,Psychostimulants,10,257332,3.89,103,40.03
"Marin County, CA",6041,2020,accidental,Unspecified,10,257332,3.89,103,40.03
"Marin County, CA",6041,2020,accidental,Synthetic opioids,12,257332,4.66,103,40.03
"Marin County, CA",6041,2020,accidental,Unspecified,18,257332,6.99,103,40.03
"Marin County, CA",6041,2020,accidental,Synthetic opioids,11,257332,4.27,103,40.03
"Marin County, CA",6041,2020,accidental,Psychostimulants,17,257332,6.61,103,40.03
"Marin County, CA",6041,2020,accidental,Unspecified,25,257332,9.72,103,40.03
"Marin County, CA",6041,2021,accidental,Unspecified,10,260206,3.84,115,44.2
"Marin County, CA",6041,2021,accidental,Synthetic opioids,15,260206,5.76,115,44.2
"Marin County, CA",6041,2021,accidental,Unspecified,17,260206,6.53,115,44.2
"Marin County, CA",6041,2021,accidental,Synthetic opioids,19,260206,7.3,115,44.2
"Marin County, CA",6041,2021,accidental,Psychostimulants,23,260206,8.84,115,44.2
"Marin County, CA",6041,2021,accidental,Unspecified,31,260206,11.91,115,44.2
"Marin County, CA",6041,2022,accidental,Synthetic opioids,17,256018,6.64,89,34.76
"Marin County, CA",6041,2022,accidental,Unspecified,21,256018,8.2,89,34.76
"Marin County, CA",6041,2022,accidental,Synthetic opioids,14,256018,5.47,89,34.76
"Marin County, CA",6041,2022,accidental,Psychostimulants,15,256018,5.86,89,34.76
"Marin County, CA",6041,2022,accidental,Unspecified,22,256018,8.59,89,34.76
"Marin County, CA",6041,2023,accidental,Unspecified,11,254407,4.32,110,43.24
"Marin County, CA",6041,2023,accidental,Synthetic opioids,10,254407,3.93,110,43.24
"Marin County, CA",6041,2023,accidental,Unspecified,12,254407,4.72,110,43.24
"Marin County, CA",6041,2023,accidental,Synthetic opioids,21,254407,8.25,110,43.24
"Marin County, CA",6041,2023,accidental,Psychostimulants,23,254407,9.04,110,43.24
"Marin County, CA",6041,2023,accidental,Unspecified,33,254407,12.97,110,43.24
"Mendocino County, CA",6045,2018,accidental,Psychostimulants,13,87606,14.84,26,29.68
"Mendocino County, CA",6045,2018,accidental,Unspecified,13,87606,14.84,26,29.68
"Mendocino County, CA",6045,2019,accidental,Psychostimulants,14,86749,16.14,58,66.86
"Mendocino County, CA",6045,2019,accidental,Unspecified,16,86749,18.44,58,66.86
"Mendocino County, CA",6045,2019,accidental,Psychostimulants,12,86749,13.83,58,66.86
"Mendocino County, CA",6045,2019,accidental,Unspecified,16,86749,18.44,58,66.86
"Mendocino County, CA",6045,2020,accidental,Unspecified,12,86061,13.94,61,70.88
"Mendocino County, CA",6045,2020,accidental,Synthetic opioids,11,86061,12.78,61,70.88
"Mendocino County, CA",6045,2020,accidental,Psychostimulants,14,86061,16.27,61,70.88
"Mendocino County, CA",6045,2020,accidental,Unspecified,24,86061,27.89,61,70.88
"Mendocino County, CA",6045,2021,accidental,Psychostimulants,15,91305,16.43,164,179.62
"Mendocino County, CA",6045,2021,accidental,Unspecified,16,91305,17.52,164,179.62
"Mendocino County, CA",6045,2021,accidental,Synthetic opioids,10,91305,10.95,164,179.62
"Mendocino County, CA",6045,2021,accidental,Unspecified,13,91305,14.24,164,179.62
"Mendocino County, CA",6045,2021,accidental,Other opiods,12,91305,13.14,164,179.62
"Mendocino County, CA",6045,2021,accidental,Synthetic opioids,30,91305,32.86,164,179.62
"Mendocino County, CA",6045,2021,accidental,Psychostimulants,27,91305,29.57,164,179.62
"Mendocino County, CA",6045,2021,accidental,Unspecified,41,91305,44.9,164,179.62
"Mendocino County, CA",6045,2022,accidental,Psychostimulants,16,89783,17.82,134,149.25
"Mendocino County, CA",6045,2022,accidental,Unspecified,18,89783,20.05,134,149.25
"Mendocino County, CA",6045,2022,accidental,Unspecified,10,89783,11.14,134,149.25
"Mendocino County, CA",6045,2022,accidental,Synthetic opioids,30,89783,33.41,134,149.25
"Mendocino County, CA",6045,2022,accidental,Psychostimulants,25,89783,27.84,134,149.25
"Mendocino County, CA",6045,2022,accidental,Unspecified,35,89783,38.98,134,149.25
"Mendocino County, CA",6045,2023,accidental,Psychostimulants,12,89108,13.47,99,111.1
"Mendocino County, CA",6045,2023,accidental,Unspecified,12,89108,13.47,99,111.1
"Mendocino County, CA",6045,2023,accidental,Synthetic opioids,21,89108,23.57,99,111.1
"Mendocino County, CA",6045,2023,accidental,Psychostimulants,23,89108,25.81,99,111.1
"Mendocino County, CA",6045,2023,accidental,Unspecified,31,89108,34.79,99,111.1
"Merced County, CA",6047,2018,accidental,Psychostimulants,13,274765,4.73,41,14.92
"Merced County, CA",6047,2018,accidental,Unspecified,15,274765,5.46,41,14.92
"Merced County, CA",6047,2018,accidental,Unspecified,13,274765,4.73,41,14.92
"Merced County, CA",6047,2019,accidental,Psychostimulants,18,277680,6.48,50,18.01
"Merced County, CA",6047,2019,accidental,Unspecified,18,277680,6.48,50,18.01
"Merced County, CA",6047,2019,accidental,Unspecified,14,277680,5.04,50,18.01
"Merced County, CA",6047,2020,accidental,Psychostimulants,20,279252,7.16,80,28.65
"Merced County, CA",6047,2020,accidental,Unspecified,20,279252,7.16,80,28.65
"Merced County, CA",6047,2020,accidental,Unspecified,12,279252,4.3,80,28.65
"Merced County, CA",6047,2020,accidental,Synthetic opioids,10,279252,3.58,80,28.65
"Merced County, CA",6047,2020,accidental,Unspecified,18,279252,6.45,80,28.65
"Merced County, CA",6047,2021,accidental,Psychostimulants,20,286461,6.98,91,31.77
"Merced County, CA",6047,2021,accidental,Unspecified,22,286461,7.68,91,31.77
"Merced County, CA",6047,2021,accidental,Synthetic opioids,12,286461,4.19,91,31.77
"Merced County, CA",6047,2021,accidental,Psychostimulants,15,286461,5.24,91,31.77
"Merced County, CA",6047,2021,accidental,Unspecified,22,286461,7.68,91,31.77
"Merced County, CA",6047,2022,accidental,Psychostimulants,20,290014,6.9,130,44.83
"Merced County, CA",6047,2022,accidental,Unspecified,22,290014,7.59,130,44.83
"Merced County, CA",6047,2022,accidental,Synthetic opioids,13,290014,4.48,130,44.83
"Merced County, CA",6047,2022,accidental,Unspecified,14,290014,4.83,130,44.83
"Merced County, CA",6047,2022,accidental,Synthetic opioids,16,290014,5.52,130,44.83
"Merced County, CA",6047,2022,accidental,Psychostimulants,15,290014,5.17,130,44.83
"Merced County, CA",6047,2022,accidental,Unspecified,30,290014,10.34,130,44.83
"Merced County, CA",6047,2023,accidental,Psychostimulants,15,291920,5.14,134,45.9
"Merced County, CA",6047,2023,accidental,Unspecified,16,291920,5.48,134,45.9
"Merced County, CA",6047,2023,accidental,Synthetic opioids,19,291920,6.51,134,45.9
"Merced County, CA",6047,2023,accidental,Unspecified,22,291920,7.54,134,45.9
"Merced County, CA",6047,2023,accidental,Synthetic opioids,21,291920,7.19,134,45.9
"Merced County, CA",6047,2023,accidental,Psychostimulants,19,291920,6.51,134,45.9
"Merced County, CA",6047,2023,accidental,Unspecified,22,291920,7.54,134,45.9
"Monterey County, CA",6053,2018,accidental,Psychostimulants,15,435594,3.44,59,13.54
"Monterey County, CA",6053,2018,accidental,Unspecified,15,435594,3.44,59,13.54
"Monterey County, CA",6053,2018,accidental,Unspecified,29,435594,6.66,59,13.54
"Monterey County, CA",6053,2019,accidental,Psychostimulants,12,434061,2.76,73,16.82
"Monterey County, CA",6053,2019,accidental,Unspecified,12,434061,2.76,73,16.82
"Monterey County, CA",6053,2019,accidental,Unspecified,14,434061,3.23,73,16.82
"Monterey County, CA",6053,2019,accidental,Unspecified,35,434061,8.06,73,16.82
"Monterey County, CA",6053,2020,accidental,Psychostimulants,23,430906,5.34,138,32.03
"Monterey County, CA",6053,2020,accidental,Unspecified,23,430906,5.34,138,32.03
"Monterey County, CA",6053,2020,accidental,Synthetic opioids,13,430906,3.02,138,32.03
"Monterey County, CA",6053,2020,accidental,Unspecified,21,430906,4.87,138,32.03
"Monterey County, CA",6053,2020,accidental,Synthetic opioids,10,430906,2.32,138,32.03
"Monterey County, CA",6053,2020,accidental,Unspecified,48,430906,11.14,138,32.03
"Monterey County, CA",6053,2021,accidental,Psychostimulants,21,437325,4.8,123,28.13
"Monterey County, CA",6053,2021,accidental,Unspecified,21,437325,4.8,123,28.13
"Monterey County, CA",6053,2021,accidental,Synthetic opioids,10,437325,2.29,123,28.13
"Monterey County, CA",6053,2021,accidental,Unspecified,19,437325,4.34,123,28.13
"Monterey County, CA",6053,2021,accidental,Unspecified,52,437325,11.89,123,28.13
"Monterey County, CA",6053,2022,accidental,Psychostimulants,16,432858,3.7,146,33.73
"Monterey County, CA",6053,2022,accidental,Unspecified,16,432858,3.7,146,33.73
"Monterey County, CA",6053,2022,accidental,Synthetic opioids,11,432858,2.54,146,33.73
"Monterey County, CA",6053,2022,accidental,Unspecified,17,432858,3.93,146,33.73
"Monterey County, CA",6053,2022,accidental,Synthetic opioids,15,432858,3.47,146,33.73
"Monterey County, CA",6053,2022,accidental,Psychostimulants,16,432858,3.7,146,33.73
"Monterey County, CA",6053,2022,accidental,Unspecified,44,432858,10.16,146,33.73
"Monterey County, CA",6053,2022,intentional,Unspecified,11,432858,2.54,146,33.73
"Monterey County, CA",6053,2023,accidental,Psychostimulants,22,430723,5.11,216,50.15
"Monterey County, CA",6053,2023,accidental,Unspecified,24,430723,5.57,216,50.15
"Monterey County, CA",6053,2023,accidental,Synthetic opioids,19,430723,4.41,216,50.15
"Monterey County, CA",6053,2023,accidental,Unspecified,27,430723,6.27,216,50.15
"Monterey County, CA",6053,2023,accidental,Synthetic opioids,26,430723,6.04,216,50.15
"Monterey County, CA",6053,2023,accidental,Psychostimulants,21,430723,4.88,216,50.15
"Monterey County, CA",6053,2023,accidental,Unspecified,77,430723,17.88,216,50.15
"Napa County, CA",6055,2021,accidental,Unspecified,11,136207,8.08,11,8.08
"Napa County, CA",6055,2022,accidental,Synthetic opioids,12,134300,8.94,44,32.76
"Napa County, CA",6055,2022,accidental,Psychostimulants,13,134300,9.68,44,32.76
"Napa County, CA",6055,2022,accidental,Unspecified,19,134300,14.15,44,32.76
"Napa County, CA",6055,2023,accidental,Unspecified,10,133216,7.51,10,7.51
"Nevada County, CA",6057,2020,accidental,Synthetic opioids,12,99606,12.05,41,41.16
"Nevada County, CA",6057,2020,accidental,Unspecified,17,99606,17.07,41,41.16
"Nevada County, CA",6057,2020,accidental,Unspecified,12,99606,12.05,41,41.16
"Nevada County, CA",6057,2021,accidental,Synthetic opioids,10,103487,9.66,38,36.72
"Nevada County, CA",6057,2021,accidental,Unspecified,15,103487,14.49,38,36.72
"Nevada County, CA",6057,2021,accidental,Unspecified,13,103487,12.56,38,36.72
"Nevada County, CA",6057,2022,accidental,Synthetic opioids,13,102293,12.71,31,30.31
"Nevada County, CA",6057,2022,accidental,Unspecified,18,102293,17.6,31,30.31
"Nevada County, CA",6057,2023,accidental,Synthetic opioids,13,102037,12.74,87,85.26
"Nevada County, CA",6057,2023,accidental,Unspecified,15,102037,14.7,87,85.26
"Nevada County, CA",6057,2023,accidental,Synthetic opioids,18,102037,17.64,87,85.26
"Nevada County, CA",6057,2023,accidental,Psychostimulants,19,102037,18.62,87,85.26
"Nevada County, CA",6057,2023,accidental,Unspecified,22,102037,21.56,87,85.26
"Orange County, CA",6059,2018,accidental,Sedatives,10,3185968,0.31,1000,31.39
"Orange County, CA",6059,2018,accidental,Psychostimulants,64,3185968,2.01,1000,31.39
"Orange County, CA",6059,2018,accidental,Unspecified,75,3185968,2.35,1000,31.39
"Orange County, CA",6059,2018,accidental,Heroin,26,3185968,0.82,1000,31.39
"Orange County, CA",6059,2018,accidental,Other opiods,20,3185968,0.63,1000,31.39
"Orange County, CA",6059,2018,accidental,Synthetic opioids,37,3185968,1.16,1000,31.39
"Orange County, CA",6059,2018,accidental,Cocaine,11,3185968,0.35,1000,31.39
"Orange County, CA",6059,2018,accidental,Unspecified,73,3185968,2.29,1000,31.39
"Orange County, CA",6059,2018,accidental,Heroin,59,3185968,1.85,1000,31.39
"Orange County, CA",6059,2018,accidental,Other opiods,58,3185968,1.82,1000,31.39
"Orange County, CA",6059,2018,accidental,Methadone,13,3185968,0.41,1000,31.39
"Orange County, CA",6059,2018,accidental,Synthetic opioids,72,3185968,2.26,1000,31.39
"Orange County, CA",6059,2018,accidental,Cocaine,19,3185968,0.6,1000,31.39
"Orange County, CA",6059,2018,accidental,Sedatives,81,3185968,2.54,1000,31.39
"Orange County, CA",6059,2018,accidental,Psychostimulants,99,3185968,3.11,1000,31.39
"Orange County, CA",6059,2018,accidental,Unspecified,203,3185968,6.37,1000,31.39
"Orange County, CA",6059,2018,intentional,Unspecified,11,3185968,0.35,1000,31.39
"Orange County, CA",6059,2018,intentional,Other opiods,13,3185968,0.41,1000,31.39
"Orange County, CA",6059,2018,intentional,Sedatives,21,3185968,0.66,1000,31.39
"Orange County, CA",6059,2018,intentional,Unspecified,35,3185968,1.1,1000,31.39
"Orange County, CA",6059,2019,accidental,Psychostimulants,57,3175692,1.79,937,29.51
"Orange County, CA",6059,2019,accidental,Unspecified,70,3175692,2.2,937,29.51
"Orange County, CA",6059,2019,accidental,Heroin,24,3175692,0.76,937,29.51
"Orange County, CA",6059,2019,accidental,Other opiods,14,3175692,0.44,937,29.51
"Orange County, CA",6059,2019,accidental,Synthetic opioids,49,3175692,1.54,937,29.51
"Orange County, CA",6059,2019,accidental,Cocaine,20,3175692,0.63,937,29.51
"Orange County, CA",6059,2019,accidental,Unspecified,88,3175692,2.77,937,29.51
"Orange County, CA",6059,2019,accidental,Heroin,48,3175692,1.51,937,29.51
"Orange County, CA",6059,2019,accidental,Other opiods,58,3175692,1.83,937,29.51
"Orange County, CA",6059,2019,accidental,Synthetic opioids,80,3175692,2.52,937,29.51
"Orange County, CA",6059,2019,accidental,Cocaine,24,3175692,0.76,937,29.51
